ZipCode,Explanation,GeoVector_,WKT
94188,,-1147458476,"MULTIPOLYGON (((-211490.610709004 -26992.8160417443,-209973.731488284 -26931.9532536399,-209988.016702615 -26646.3606886473,-209388.75913521 -26609.38628681,-209209.18193866 -26583.7576451646,-208893.395413273 -27554.0118543562,-208336.263057598 -28106.2729068119,-208867.852241267 -28235.315817521,-208320.714261346 -28319.0557121886,-209108.40347403 -28282.8877719892,-209059.384804491 -28908.7353783641,-208544.437858131 -28964.7713094484,-208307.068253153 -28608.0749916071,-208519.15662438 -28988.8667860609,-208144.267690545 -28815.3035958624,-208232.288727086 -29022.7210457539,-207587.098419219 -29275.9935081173,-207897.934165164 -29408.5884391116,-207429.662062664 -29399.2283630436,-207786.451811506 -31656.5137353949,-210677.354108008 -31589.4739090782,-210726.431907324 -31593.9059405057,-210458.910168206 -31273.835500448,-210887.799535872 -31291.8079608064,-211881.325056383 -28281.5213365098,-211490.610709004 -26992.8160417443)))"
94302,,-1147458559,"MULTIPOLYGON (((-185769.163340799 -64734.1182939876,-188231.76725754 -62612.8758447468,-189340.962664531 -61693.1110240761,-189032.858827231 -61589.9913020516,-189148.888868622 -60635.2328903778,-188736.114073878 -60351.6670139739,-189452.792842762 -59905.9455574565,-189411.310145744 -59615.0040075025,-189905.73354218 -59498.1708307639,-189916.373449667 -59036.3688423336,-190447.562648591 -58622.895523007,-190180.856329947 -58066.8790483754,-188930.212207731 -57946.6465792777,-188939.48796832 -57398.813882228,-188180.639771394 -57044.6376831532,-188363.02456811 -57476.0758322151,-187808.351186844 -58091.8687583478,-187332.181936087 -57873.0382463895,-187513.431408841 -58278.722765971,-186887.836385909 -59078.6167382076,-185149.660420671 -59123.5763753532,-185193.46227209 -59805.7664027223,-184286.008227546 -60902.4502646783,-184657.917561534 -61991.821381906,-185328.824010338 -62481.1407875167,-184234.404162478 -62605.6919790097,-184366.069008236 -62961.9400623599,-185491.368592126 -62449.744643678,-185687.531994683 -63324.9177190289,-185300.787334788 -63782.6928704437,-185769.163340799 -64734.1182939876)))"
94309,,-1147458523,"MULTIPOLYGON (((-190853.128717066 -62200.2928188508,-189910.025332736 -63288.0645680493,-190656.854856399 -64371.9013017658,-190167.077571825 -64686.3657056028,-189986.515597097 -64817.3324695444,-190621.182268293 -65757.0539001077,-190657.441386678 -66534.5720369536,-191035.446242069 -66875.1051395433,-191738.329094526 -66258.5027452391,-192049.955741127 -67185.3804567726,-193929.466789088 -65264.3812284293,-193289.131799593 -64473.364273659,-193558.250611437 -64228.9750335952,-193346.48890615 -64062.73933951,-193497.387929181 -63079.1989049958,-192812.2652573 -62464.7565333694,-192175.239384554 -62890.5889843293,-191494.202040328 -61479.5850138422,-190853.128717066 -62200.2928188508)))"
94522,,-1147458413,"MULTIPOLYGON (((-179980.800446965 -5655.66490761749,-180372.485091637 -3640.70410805941,-180931.853052504 -3741.30299710296,-181005.176533265 -3146.60338432249,-180782.314560419 -3139.99839360639,-181184.824894919 -1975.49671508092,-180928.815319909 -291.270950471982,-180289.525958874 71.0050694188103,-181130.068987956 -271.877245743759,-180730.961702556 674.694752391428,-181416.29165005 1963.3412852753,-180529.216734757 493.180366064422,-180041.026124283 398.641398913227,-180761.18918129 1910.26047054492,-179971.477647991 2779.66053871904,-180186.978270298 3101.11846021749,-179560.352577555 3625.16985242348,-178166.361150659 3148.39271557704,-177810.654802499 3744.99073878676,-177612.241144665 2788.94424648769,-175674.899464872 1537.44380221888,-174261.124602567 2099.21707637608,-174055.471100704 1437.99112412985,-173832.027893703 1156.00458953064,-174665.86772896 1576.22016906273,-175357.939346877 361.23940420337,-176286.516528117 1310.77628079802,-177336.272906418 1178.3290373208,-178353.610094772 -973.488633601926,-177913.924445257 -2659.35409484524,-178271.096992052 -4556.76254240144,-178816.505482108 -4970.1433820352,-178903.664240713 -4745.7728919927,-179685.329697284 -5704.19469739031,-179980.800446965 -5655.66490761749)))"
94524,,-1147458413,"MULTIPOLYGON (((-179980.800446965 -5655.66490761749,-180372.485091637 -3640.70410805941,-180931.853052504 -3741.30299710296,-181005.176533265 -3146.60338432249,-180782.314560419 -3139.99839360639,-181184.824894919 -1975.49671508092,-180928.815319909 -291.270950471982,-180289.525958874 71.0050694188103,-181130.068987956 -271.877245743759,-180730.961702556 674.694752391428,-181416.29165005 1963.3412852753,-180529.216734757 493.180366064422,-180041.026124283 398.641398913227,-180761.18918129 1910.26047054492,-179971.477647991 2779.66053871904,-180186.978270298 3101.11846021749,-179560.352577555 3625.16985242348,-178166.361150659 3148.39271557704,-177810.654802499 3744.99073878676,-177612.241144665 2788.94424648769,-175674.899464872 1537.44380221888,-174261.124602567 2099.21707637608,-174055.471100704 1437.99112412985,-173832.027893703 1156.00458953064,-174665.86772896 1576.22016906273,-175357.939346877 361.23940420337,-176286.516528117 1310.77628079802,-177336.272906418 1178.3290373208,-178353.610094772 -973.488633601926,-177913.924445257 -2659.35409484524,-178271.096992052 -4556.76254240144,-178816.505482108 -4970.1433820352,-178903.664240713 -4745.7728919927,-179685.329697284 -5704.19469739031,-179980.800446965 -5655.66490761749)))"
94527,,-1147458413,"MULTIPOLYGON (((-179980.800446965 -5655.66490761749,-180372.485091637 -3640.70410805941,-180931.853052504 -3741.30299710296,-181005.176533265 -3146.60338432249,-180782.314560419 -3139.99839360639,-181184.824894919 -1975.49671508092,-180928.815319909 -291.270950471982,-180289.525958874 71.0050694188103,-181130.068987956 -271.877245743759,-180730.961702556 674.694752391428,-181416.29165005 1963.3412852753,-180529.216734757 493.180366064422,-180041.026124283 398.641398913227,-180761.18918129 1910.26047054492,-179971.477647991 2779.66053871904,-180186.978270298 3101.11846021749,-179560.352577555 3625.16985242348,-178166.361150659 3148.39271557704,-177810.654802499 3744.99073878676,-177612.241144665 2788.94424648769,-175674.899464872 1537.44380221888,-174261.124602567 2099.21707637608,-174055.471100704 1437.99112412985,-173832.027893703 1156.00458953064,-174665.86772896 1576.22016906273,-175357.939346877 361.23940420337,-176286.516528117 1310.77628079802,-177336.272906418 1178.3290373208,-178353.610094772 -973.488633601926,-177913.924445257 -2659.35409484524,-178271.096992052 -4556.76254240144,-178816.505482108 -4970.1433820352,-178903.664240713 -4745.7728919927,-179685.329697284 -5704.19469739031,-179980.800446965 -5655.66490761749)))"
94537,,-1147458468,"MULTIPOLYGON (((-173729.5234375 -49066.0546875,-173728.593131637 -48948.1337490982,-173725.046876528 -48944.3913428746,-173629.44921875 -48988.74609375,-173729.5234375 -49066.0546875)),((-176693.8359375 -52226.66796875,-177881.4375 -51323.09765625,-179802.58984375 -48420.6328125,-178607.42578125 -46768.9375,-177995.421875 -47233.53515625,-177543.08203125 -46516.74609375,-177082.66015625 -46667.94921875,-176869.8046875 -45917.359375,-174694.28125 -43946.12890625,-172599.453125 -45598.01171875,-172064.82421875 -44789.5703125,-171000.1796875 -44667.09765625,-170750.234375 -45499.1171875,-170413.22265625 -45467.96875,-169924.1953125 -46570.6875,-170484.2421875 -47211.9609375,-170400.1953125 -47515.99609375,-170723.9453125 -47874.3125,-171999.02734375 -47806.92578125,-171578.59375 -48027.37890625,-171631.96484375 -48383.8671875,-172071.4921875 -47907.28515625,-172787.2421875 -48155.26171875,-173071.21484375 -48384.33203125,-172780.36328125 -49000.6640625,-173062.20703125 -49232.22265625,-173271.53515625 -49152.9453125,-172979.046875 -49097.9609375,-173017.6484375 -48729.125,-173368.4765625 -49066.3203125,-173577.29296875 -48788.46484375,-173725.046876528 -48944.3913428746,-173728.55078125 -48942.765625,-173728.593131637 -48948.1337490982,-174307.59375 -49559.16015625,-174792.203125 -49255.05859375,-174508.26171875 -48807.22265625,-174677.67578125 -48448.546875,-174544.2109375 -48859.734375,-175042.69140625 -49148.96875,-174852.4609375 -49309.6171875,-176161.65625 -51220.3984375,-176522.7421875 -51321.859375,-176330.39453125 -51487.80859375,-176693.8359375 -52226.66796875)))"
94540,,-1147458543,"MULTIPOLYGON (((-182793.798342554 -42431.9021626525,-185138.474344152 -37961.6785792261,-184719.893006093 -37770.4667099062,-185076.311382746 -36858.794396407,-184374.305956373 -37500.0099927904,-183920.51349472 -37404.4952393379,-183894.915330907 -37126.4090867182,-183584.886475982 -37280.5621041488,-183192.377643223 -36511.3881002543,-182747.749861005 -36879.7288031923,-183038.907821747 -36998.2207445595,-181898.215133252 -38939.7734322278,-181129.478848236 -38681.1691854922,-180567.588408085 -39166.9037250066,-178195.289812808 -39103.3287415076,-177641.494964142 -39630.6084602149,-177982.688357435 -40268.3650620263,-177321.035934898 -40747.7714214679,-177472.057060223 -40885.7768604867,-178889.700647251 -42096.7676800778,-178391.071559804 -42605.6767226793,-178764.333600373 -42892.1333138999,-178348.021495975 -43377.0386646241,-179330.68105104 -43365.569903437,-179033.925941618 -43709.3986675907,-182103.570527731 -43752.8148242692,-182348.649464145 -43664.8547105249,-181910.41835019 -42520.009981324,-182793.798342554 -42431.9021626525)))"
94557,,-1147458543,"MULTIPOLYGON (((-182793.798342554 -42431.9021626525,-185138.474344152 -37961.6785792261,-184719.893006093 -37770.4667099062,-185076.311382746 -36858.794396407,-184374.305956373 -37500.0099927904,-183920.51349472 -37404.4952393379,-183894.915330907 -37126.4090867182,-183584.886475982 -37280.5621041488,-183192.377643223 -36511.3881002543,-182747.749861005 -36879.7288031923,-183038.907821747 -36998.2207445595,-181898.215133252 -38939.7734322278,-181129.478848236 -38681.1691854922,-180567.588408085 -39166.9037250066,-178195.289812808 -39103.3287415076,-177641.494964142 -39630.6084602149,-177982.688357435 -40268.3650620263,-177321.035934898 -40747.7714214679,-177472.057060223 -40885.7768604867,-178889.700647251 -42096.7676800778,-178391.071559804 -42605.6767226793,-178764.333600373 -42892.1333138999,-178348.021495975 -43377.0386646241,-179330.68105104 -43365.569903437,-179033.925941618 -43709.3986675907,-182103.570527731 -43752.8148242692,-182348.649464145 -43664.8547105249,-181910.41835019 -42520.009981324,-182793.798342554 -42431.9021626525)))"
94562,,-1147458556,"MULTIPOLYGON (((-223714.523474188 60091.3794364715,-223054.289386462 61017.5962289004,-219340.284160156 62520.6297697304,-218529.383027742 61879.7378309043,-217907.000451592 62214.9958253894,-217406.404075903 62606.5488010813,-217554.711533839 64841.0777015286,-216547.528111874 64584.0616532108,-215690.353862925 63881.8569725221,-214703.006733967 63839.8642517384,-214830.72907844 61264.9843491092,-210793.967841358 61092.2654565349,-209913.089925273 62558.8227862036,-208331.634185352 62503.725322403,-208311.244167104 63145.6911132773,-209806.067223886 65167.3944417946,-209703.512568989 68241.0783974873,-211250.738663175 68967.7578921486,-211172.913356988 69274.9943062002,-212592.180761983 70400.3997480283,-213583.819174978 72401.1806231989,-213680.733594414 73205.0682854541,-214283.748867146 73633.1475840015,-213537.217771532 74155.5011179624,-211920.493842769 73197.8573570196,-211444.186680902 73228.5410225205,-210399.139273752 72367.1755015338,-210200.188425998 71744.977300588,-209587.521010548 71450.5012899395,-208719.991516 72036.9297339814,-207659.447715026 71884.1558742756,-206712.521915061 72373.9433591925,-205814.464818938 72370.7002345482,-205742.557256793 72645.2149094734,-204770.676728815 72583.4232318625,-204195.174648639 71777.9078251552,-201307.936225779 69517.9825652977,-201309.501178986 68659.4071937166,-200878.601012625 63991.659942884,-198047.924407405 63596.6442768332,-197836.356631965 61694.763626256,-197148.94140832 61356.7461269367,-197165.47690195 60030.4104171116,-196067.42595897 60013.9234396806,-196153.127996177 56901.7198410453,-195453.219272068 56861.7699392252,-195542.291698003 55510.3470941922,-196093.80831535 55716.121313842,-195715.006395995 55418.4807544695,-195564.430106134 53224.6593545396,-199961.906381646 53441.9239477301,-200016.070810188 52216.5498060808,-203723.198859177 52309.7025643503,-203842.202534999 52839.4789942121,-204582.084591114 52894.5769651281,-205236.475595364 54418.059419604,-206674.171313439 54010.244932564,-208365.289856279 55003.2412439333,-209314.599414861 55067.6138457078,-209585.605927336 54725.8874587258,-209034.613885319 53089.3459231127,-210206.227856044 52500.8257814338,-211154.26198198 51869.0530020054,-211792.039344738 52977.8950592401,-212061.831555681 51297.6157728955,-212819.063285655 52068.2301611183,-214871.353034818 52136.3703334192,-214798.348798192 50601.4860826265,-216165.989320198 50630.9281663038,-216410.597983473 51340.0004208395,-218702.624401379 51974.3741571978,-218735.13458039 52468.7404630622,-218365.408541551 52701.7073487528,-218764.278765483 53014.280604234,-219254.585046064 53434.6069059409,-220421.142049146 53325.2112631314,-220551.798811688 54321.7184270229,-221662.405907391 56256.9853319349,-220839.57509255 56907.8066708054,-221938.475362685 57959.31618293,-221384.007856039 58305.8269034559,-221730.746421299 59098.0922250217,-222350.538744511 59646.6356307575,-223480.657856456 59627.3425349398,-223714.523474188 60091.3794364715),(-215424.835520043 60725.8221957795,-215252.54828347 63146.197419106,-215485.926500068 62581.8505395791,-216084.919527188 62496.1057339748,-215935.655420348 61970.7944373693,-215424.835520043 60725.8221957795)))"
94570,,-1147458645,"MULTIPOLYGON (((-189933.148708578 -17417.282234828,-188677.218081791 -17747.6080717668,-188083.518364174 -17045.1587041495,-188232.00990308 -16664.9636178296,-187979.748765668 -16392.7836768385,-188378.379066993 -15993.3705453603,-188410.178179472 -15141.784290622,-188167.592662078 -14047.7698538834,-187675.73865882 -13866.8361751139,-187620.578982557 -13481.7873084536,-186839.137685941 -13874.8646976929,-185858.512707538 -13732.9101970848,-185191.229005339 -14020.4269473879,-185361.188480705 -14850.2701381035,-185057.71587204 -15034.9305367144,-185061.28017673 -15590.8231811905,-184774.559691976 -15597.1894026259,-185290.688813545 -16725.7988409745,-184993.111972913 -16205.5744548319,-183803.101347624 -16244.0408451427,-183613.701213448 -16667.0858997693,-182932.866507966 -16691.8515238808,-182944.753488689 -17173.0592775671,-182157.622753415 -17190.643003786,-182172.984247424 -17852.9090694934,-181966.212166953 -17659.2815221539,-181305.455475882 -17951.894171779,-182004.201379012 -18867.1241586003,-181542.898996574 -19735.2670709565,-185676.368730165 -19781.9533148324,-185321.265971913 -20721.3337858608,-185870.298761187 -21167.6722506126,-186951.316836538 -20543.7072527651,-186786.166906507 -19900.3681520466,-187218.725022542 -19486.244577907,-188114.113858646 -19361.9989268249,-188581.877079078 -19664.4399430258,-189092.898246811 -19116.5626687417,-189609.750857696 -18669.4854475157,-189933.148708578 -17417.282234828),(-185814.998899804 -17225.9474983178,-185776.029647855 -17768.6677372782,-185381.724231926 -17775.2278357623,-185059.136538188 -17223.0927534625,-185290.842098108 -16732.6894851066,-185814.998899804 -17225.9474983178)))"
94581,,-1147458506,"MULTIPOLYGON (((-214045.001589464 43459.0720178019,-215100.646871077 44378.1772972578,-215468.538926139 46000.1557126828,-217755.856378301 48216.8237285987,-217196.000614213 49325.6563483551,-216830.462431435 49016.7066574963,-216165.989320198 50630.9281663038,-214798.348798192 50601.4860826265,-214871.353034818 52136.3703334192,-212819.063285655 52068.2301611183,-212061.831555681 51297.6157728955,-212666.935730564 51034.6193569843,-212304.746049623 50582.0690289848,-211409.394614308 50471.2643071264,-210658.137770761 51165.5180360358,-210967.275109239 51608.2993474538,-210189.069991419 52041.0345578846,-210206.227856044 52500.8257814338,-209034.613885319 53089.3459231127,-209585.605927336 54725.8874587258,-209314.599414861 55067.6138457078,-208365.289856279 55003.2412439333,-206674.171313439 54010.244932564,-205236.475595364 54418.059419604,-204582.084591114 52894.5769651281,-203842.202534999 52839.4789942121,-203723.198859177 52309.7025643503,-200016.070810188 52216.5498060808,-199961.906381646 53441.9239477301,-195564.430106134 53224.6593545396,-195715.006395995 55418.4807544695,-196093.80831535 55716.121313842,-195542.291698003 55510.3470941922,-195453.219272068 56861.7699392252,-196153.127996177 56901.7198410453,-196067.42595897 60013.9234396806,-197165.47690195 60030.4104171116,-197148.94140832 61356.7461269367,-197836.356631965 61694.763626256,-198047.924407405 63596.6442768332,-200878.601012625 63991.659942884,-201309.501178986 68659.4071937166,-200915.584156091 68532.4916007817,-200513.449729735 69207.9673002753,-198892.972810266 69136.5765882498,-199071.897633152 70089.0100976769,-198689.646936547 69829.8330097189,-199152.438296457 71518.6283816975,-198886.45323579 72254.3924258389,-198052.415716479 73091.1247042706,-197917.404964535 75626.6412622835,-197390.212834771 76382.853565678,-197667.178720361 76555.499070433,-198007.389942021 76211.9842775157,-197938.596659866 77034.4538301611,-198756.747021468 77754.5298573961,-198662.923042307 78257.279846278,-199016.28483552 78645.1846101619,-198863.703592425 79392.9025163995,-198321.324918328 79970.0008241236,-196810.225886908 78860.8985230634,-196332.437008954 80020.9523837389,-197021.293741944 81315.2738051768,-197275.951858545 82897.3243782707,-198290.690172881 84251.8294433281,-197108.383617128 85417.9977305457,-197512.665225337 86990.5104072215,-199728.649811787 89076.9299839456,-200855.798935816 89567.3581187865,-201814.622796193 91327.5483610304,-203189.173517981 92803.0337957535,-202956.398684569 93214.7825784041,-203305.252225651 94005.8119963314,-202483.21770588 94435.2595584765,-201993.874452251 94300.470216061,-201488.141787322 94720.3391902391,-200753.480433072 93948.0886476403,-199674.805252533 94247.3568099355,-199582.456672673 93935.5788005665,-198380.363133709 93941.9428341752,-197246.717490671 90524.2353903819,-195952.856809959 87835.4515013574,-195319.336766688 84454.8326181648,-193346.272020233 81266.7128046686,-193229.878578952 80655.5751279201,-193526.868639003 80561.1507746531,-193215.220018127 78259.0739687653,-192399.88918353 77508.8269400485,-191837.078021519 77732.299779444,-191355.097803536 76991.7100091409,-191134.677190472 76242.9830964226,-191468.949866275 75683.2549893772,-191047.477415976 74785.7613829738,-189767.269276248 73414.8275707737,-189144.340288132 73578.4007830722,-188473.243902106 73180.5440317485,-187982.974617329 71924.0669333432,-188214.070287483 71747.664345515,-187908.317220814 70922.6936313035,-188718.818832157 70354.1497585382,-188568.925875211 69180.14991544,-187923.328051478 69165.4072809378,-187086.122301329 69808.1429006401,-186505.437814506 68345.1209324468,-186076.185519028 67997.416434506,-185227.046166349 65512.6367825214,-183962.489015982 58772.4474179242,-183212.088647215 57481.9973290432,-183558.835199034 55192.1207072074,-183367.556257234 54776.4762715027,-183957.342457291 53266.4278143058,-185103.892368175 50011.9720436977,-185307.330250587 47425.1508885892,-182255.843867001 42946.7621141942,-180939.44214553 40280.0010718657,-180669.162422201 38261.5635630311,-179967.951222319 36778.5805274798,-180588.683616427 35546.8863673657,-180297.90226652 35262.5724557396,-192626.204694947 35518.1636545639,-192067.311707717 33926.337909353,-192466.842386059 32979.3491525566,-191202.704053533 30581.6341810431,-192309.974662523 30647.3008287633,-192315.781041652 31195.178057842,-192808.212571017 31174.8265486583,-194550.41744005 32483.4140036218,-194519.091643406 33065.4490933362,-195787.618695805 33236.8999162689,-195876.149701883 32401.3615459511,-196279.034478322 32403.5629846323,-196309.534231603 31894.7892540982,-196628.551607703 32025.6739149289,-197518.960087664 32725.936758928,-196623.371056501 33355.1132652201,-197555.709717283 33485.6120306477,-197515.63823613 34095.7862394173,-197013.578286275 34247.9472387098,-197285.737391689 34885.3507562969,-197666.878553254 34999.3005350437,-197797.066575922 34651.0328271715,-197883.393697165 35213.2986273924,-198764.667599763 35198.2748959595,-199797.757957504 34796.8209556565,-199924.69493707 35003.0410104841,-201275.957480312 34731.4423743216,-200840.945510874 30812.9807205368,-201241.088869858 29262.2648485266,-202131.703654353 29432.2871646862,-202668.710984595 29893.8689388307,-202638.909511189 32079.7270286633,-202312.417712208 32615.9428922506,-202986.278823122 32269.3756112717,-203223.223869443 31253.2816806613,-203687.856656384 30709.3746627234,-203979.104339505 31152.7722393963,-205141.268232627 30925.0552844116,-204302.577231313 29338.6535264589,-204704.247445146 29096.0386605291,-205983.077685273 29466.4513731366,-207911.223091692 28660.1673651561,-208836.446388555 29793.3249590229,-208569.43371304 31183.0407980448,-209424.351173927 31075.7354858164,-210075.472706908 32173.7569250073,-209709.862364197 33023.9518268462,-209932.013121848 34150.251398135,-209131.794493239 34684.5484072994,-209247.656463226 35164.5210058773,-210017.814909845 36653.4141592002,-210348.617691804 36487.89956058,-210720.779850289 37624.8181952992,-210562.828488795 38021.2262601573,-211005.679197628 38635.0966975428,-211374.968016012 38622.2826740108,-211805.508354344 39662.2222742792,-214443.347260914 41782.4887579661,-213562.614856831 43104.1050481694,-214045.001589464 43459.0720178019),(-207687.542428321 42782.1130750272,-207225.82637536 43307.7253795909,-207200.752067006 44088.9254239993,-206745.191220935 43555.6740026148,-205346.159257519 44456.7559863403,-205500.038978803 44673.0758251073,-204937.091322589 45205.633183009,-205516.110248678 45837.8139328146,-205125.565013671 46207.7381404545,-205570.253744891 46765.5370293688,-205917.910813396 46429.0367002618,-206249.249154161 46768.6628940627,-206713.938098814 46152.6764404932,-207681.21736285 46528.7484724103,-206578.388123688 45903.543164175,-205865.116424031 44915.8932721401,-206249.683203009 44645.9289786033,-206498.470297753 45026.6499924436,-207534.156331202 44202.1459480226,-208092.719107966 44200.1719601909,-208112.307116918 43643.7873881543,-207708.417077656 43601.6074317889,-207687.542428321 42782.1130750272),(-205812.170246624 47655.3451189399,-205071.253815357 47222.2784660999,-204121.079077957 48236.7700900706,-205063.14166618 49946.3748283163,-206565.71042847 47580.2939533619,-205812.170246624 47655.3451189399)),((-201712.485567174 23872.971723727,-202034.998512556 24953.9982055109,-201816.661471772 25547.3676531836,-199958.919016365 26634.2101040427,-199565.520989089 29122.873659417,-199807.47007385 30758.6269150646,-199354.982791522 31517.0904964022,-199634.350150132 31899.4419551184,-196757.720941285 31370.6872858126,-197025.821836504 30317.700420117,-198469.583616723 30440.4610927049,-198430.829317542 29595.3308690963,-193235.973125919 28471.760314608,-193367.381771044 28085.6448206156,-192453.263543282 27131.2144298162,-191780.720546053 25247.6636805777,-192019.4104452 24741.2502476405,-191841.001778101 24147.1196128735,-192741.707250522 23732.6871164516,-194306.892699573 24457.641339222,-194506.375933513 25074.0068687228,-197000.078955447 25267.2332895827,-197027.093009423 24940.2912353557,-197374.947012739 24969.4730904587,-197309.050139748 24305.9517129837,-198397.348941432 24387.6402581511,-198138.66499144 23836.365766542,-199412.393988907 23579.5776328323,-199464.804884001 23041.0872295545,-201712.485567174 23872.971723727)))"
94604,,-1147458596,"MULTIPOLYGON (((-198535.207580631 -21694.1864886303,-197772.532226563 -20866.0244140625,-198257.107421875 -21641.572265625,-198535.207580631 -21694.1864886303)),((-198675.026367188 -21846.0107421875,-200482.0234375 -20948.287109375,-199918.883789063 -19716.9443359375,-199866.53125 -19528.7177734375,-199356.506835938 -19863.189453125,-198738.2578125 -20156.3994140625,-199071.034179688 -20786.1796875,-198786.446289063 -21741.71875,-198535.207580631 -21694.1864886303,-198675.026367188 -21846.0107421875)))"
94614,,-1147458417,"MULTIPOLYGON (((-198613.019894837 -30444.2228744216,-197916.788032818 -29730.6431170367,-196821.082951742 -30778.2480536429,-195939.085525083 -29916.8803130416,-195841.824662793 -27345.9486926692,-195643.343317019 -26824.1992889922,-194695.003165785 -25635.4578962373,-194396.106495245 -25957.5636688629,-193274.120523667 -24967.4189758366,-192639.200979719 -25828.650923931,-192005.584482223 -25613.3111203508,-191456.23094918 -26299.4571713852,-191299.155831699 -25935.448167162,-190547.529651627 -27035.5926013133,-191891.569823955 -27748.6771976827,-192438.499247588 -27595.4126207838,-192183.949835156 -28198.738943479,-192758.494391823 -27849.1121086506,-192969.805718112 -28609.034467428,-193241.697755675 -27962.0260491604,-193490.018501471 -29328.7676578322,-192967.491349591 -29601.1816571774,-193504.912340405 -29864.6115630977,-193634.737333945 -29650.659512328,-193760.615925277 -30609.0307027632,-194438.12689122 -31133.0177487032,-193817.881077605 -31463.3575856825,-194479.95745084 -31699.924255955,-194158.084589201 -32607.8893088289,-194502.066413393 -33332.5535966773,-195125.546516225 -33384.1623251094,-198613.019894837 -30444.2228744216)))"
94615,,-1147458605,"MULTIPOLYGON (((-199477.143377609 -22997.1060441853,-200159.978909008 -22491.4625327885,-203529.69651973 -22154.1012102654,-205764.148051154 -21443.1540659098,-206298.128709298 -20273.5751345921,-204224.639948301 -20424.8414663719,-203740.762523444 -19885.5784428762,-205071.942340997 -19875.2745567765,-204801.515543976 -19134.436180925,-204054.930510021 -18989.623506234,-203552.580486979 -18467.9289267547,-203636.204499325 -18809.9384307051,-201546.660063008 -18493.9013939211,-201390.819495782 -19103.4841139922,-199918.884235079 -19716.9444053201,-200482.0233874 -20948.2871501157,-198675.026847699 -21846.0106051648,-198998.311472139 -22698.5296000997,-199477.143377609 -22997.1060441853)))"
94623,,-1147458605,"MULTIPOLYGON (((-199477.143377609 -22997.1060441853,-200159.978909008 -22491.4625327885,-203529.69651973 -22154.1012102654,-205764.148051154 -21443.1540659098,-206298.128709298 -20273.5751345921,-204224.639948301 -20424.8414663719,-203740.762523444 -19885.5784428762,-205071.942340997 -19875.2745567765,-204801.515543976 -19134.436180925,-204054.930510021 -18989.623506234,-203552.580486979 -18467.9289267547,-203636.204499325 -18809.9384307051,-201546.660063008 -18493.9013939211,-201390.819495782 -19103.4841139922,-199918.884235079 -19716.9444053201,-200482.0233874 -20948.2871501157,-198675.026847699 -21846.0106051648,-198998.311472139 -22698.5296000997,-199477.143377609 -22997.1060441853)))"
94625,Not a valid zip according to USPS zip lookup tool,,
94626,Not a valid zip according to USPS zip lookup tool,,
94627,Not a valid zip according to USPS zip lookup tool,,
94662,,-1147458603,"MULTIPOLYGON (((-202944.799501113 -16517.7431937531,-201173.296484903 -16075.4441835666,-200698.390803931 -15995.8293756554,-200499.180804986 -16418.068910907,-200145.126572231 -16356.6400281806,-199575.365740594 -16485.8473190842,-199694.144456507 -16853.4038160304,-199239.955615008 -17743.9731611889,-199465.566165725 -17730.0118513443,-199715.712700219 -18805.6495942362,-199999.742645368 -18748.0183228254,-199735.994813844 -18899.7935865866,-199866.531284504 -19528.717498336,-199918.884235079 -19716.9444053201,-201390.819495782 -19103.4841139922,-201546.660063008 -18493.9013939211,-201639.283060339 -18015.9489035998,-203900.138313949 -17278.3726519644,-203873.504013271 -16746.9315928901,-202944.799501113 -16517.7431937531)))"
94666,,-1147458446,"MULTIPOLYGON (((-197772.532000356 -20866.0245446889,-198257.107836418 -21641.5719995098,-198786.446533017 -21741.7185097085,-199071.034503564 -20786.1798352459,-198738.257675599 -20156.399370457,-198135.38547167 -19614.9869573247,-198180.893094332 -19306.3301507002,-198078.212695147 -19569.9765974777,-197550.06723755 -19309.9685558835,-197390.964364864 -19512.672676879,-196889.656080022 -19077.406818701,-196120.671425573 -19845.0156116886,-195217.368311012 -19709.1055107638,-195203.494278772 -20231.7245947057,-194736.192207054 -20412.9012292698,-195134.846573568 -20274.4754382856,-195967.728373941 -21115.5993795116,-195873.549806453 -21453.074026118,-196483.179250433 -21756.1933939243,-196928.633951476 -21236.7273332346,-197470.487449135 -21146.8456102237,-197437.332639929 -20857.4042569241,-197783.647425345 -21160.2134504253,-197772.532000356 -20866.0245446889)))"
94701,,-1147458430,"MULTIPOLYGON (((-199679.301948325 -13507.3406957453,-199067.879953367 -13426.0168952402,-199054.989592462 -14132.8815691639,-197665.425305067 -13997.8516904879,-197967.735167719 -13628.9415194448,-197222.033476995 -13624.3983761864,-197207.861497487 -13972.1169313584,-196300.026865843 -14024.4814528041,-196991.391250259 -14698.8050002968,-197207.736050949 -14386.1104358537,-197314.997567638 -14365.8890005331,-197565.048098344 -14774.729467121,-199178.277424732 -14963.034268219,-199583.412682075 -15017.0514557892,-199679.301948325 -13507.3406957453),(-198202.042425567 -14420.6599643352,-198018.268867398 -14294.3740431778,-198213.057345502 -14318.5400286457,-198202.042425567 -14420.6599643352)))"
