ZipCode,WKT
95004,"POLYGON ((-142091.841264938 -123572.460599443,-142803.913680497 -123704.620105593,-141211.340100841 -124942.135924954,-142292.530497749 -126062.643722562,-142583.741952508 -127242.086162362,-143943.312855368 -126924.085478809,-144400.623079332 -127297.794417519,-144348.567580895 -127383.281996027,-144350.051171397 -127391.927547914,-144353.400437194 -127400.318858994,-144359.626946818 -127410.328442368,-144365.910178298 -127418.44723392,-144380.170013753 -127434.76700143,-144389.679024639 -127444.053416113,-144399.799810132 -127452.662359349,-144444.484011755 -127482.801820219,-144465.055271232 -127498.457601981,-144484.694515326 -127511.68364362,-144488.30873492 -127514.734412101,-144496.308353094 -127524.268878683,-144500.335757237 -127530.647539358,-144506.716250395 -127544.434012568,-144515.106673406 -127561.187540491,-144523.904605999 -127580.935555641,-144527.445484236 -127590.101676192,-144528.417559027 -127594.865155325,-144528.751238071 -127598.750240518,-144528.287501009 -127602.871311693,-144527.007316822 -127606.11703775,-144525.181565221 -127608.705111363,-144522.287514922 -127611.311476951,-144515.762473328 -127615.091669193,-144498.600103108 -127621.72195059,-144470.167676536 -127630.65725731,-144465.288420935 -127631.741263356,-144442.816442727 -127635.127338081,-144426.354415204 -127635.853705897,-144373.594550914 -127633.421369494,-144363.871814301 -127632.476016898,-144358.41657824 -127631.124168497,-144352.857113527 -127628.884774098,-144346.030395855 -127625.444226676,-144332.784093272 -127616.332840601,-144319.374971756 -127608.113543086,-144313.811732421 -127605.651856531,-144305.217856064 -127603.019650917,-144290.03805858 -127600.61119359,-144241.212645862 -127599.111262768,-144205.413335567 -127599.055988607,-144193.288893356 -127598.262639689,-144183.465805407 -127596.651800994,-144176.760481624 -127595.098859577,-144166.643751627 -127591.936698883,-144135.804835375 -127579.901681814,-144132.406723343 -127579.07038633,-144129.823116337 -127579.003339912,-144126.805773424 -127579.610692834,-144121.507951569 -127582.257965982,-144101.799843799 -127596.267835626,-144088.277872664 -127607.504079558,-144076.119694154 -127620.384504742,-144061.739773014 -127638.749945863,-144030.29391112 -127679.862040997,-144024.704369784 -127686.293857737,-144016.817218985 -127693.765364397,-144004.332948687 -127703.205111601,-143990.374943372 -127709.779677324,-143972.475133196 -127714.976305943,-143952.281476236 -127721.434839018,-143944.058920448 -127724.910037124,-143932.95345776 -127731.65818909,-143927.477428005 -127734.308375694,-143900.436256013 -127741.32820702,-143881.560826665 -127746.763604583,-143837.860268729 -127763.849766965,-143799.673504816 -127780.508266783,-143773.836756439 -127790.286304267,-143761.151368966 -127793.170346384,-143740.360754078 -127795.970073069,-143731.838788656 -127797.560347391,-143721.935915492 -127801.730932022,-143722.915037522 -127812.163811453,-143733.967462708 -127823.20331593,-143752.391997489 -127843.566315799,-143772.837693023 -127867.563307826,-143806.001069643 -127911.464526725,-143846.601453387 -127973.692336501,-143865.742594437 -128004.714757686,-143893.394742766 -128054.379001643,-143903.385068823 -128076.219435625,-143906.112821834 -128084.732666439,-143911.05121652 -128102.768430104,-143919.910805536 -128131.409210131,-143939.094327801 -128175.325922834,-143941.666825605 -128185.175772901,-143941.354290376 -128187.73790609,-143940.160921499 -128190.870886764,-143937.830995431 -128195.246067437,-143933.542384838 -128199.65464693,-143911.563160431 -128216.370714091,-143909.291928083 -128218.966239851,-143908.009511339 -128222.100733609,-143907.564374048 -128227.333094262,-143907.967866438 -128230.105348987,-143909.085504585 -128232.976593619,-143947.270863139 -128278.792603759,-143957.490716468 -128293.180974583,-143965.206331499 -128306.945052297,-143970.771927862 -128319.967636666,-143975.468067756 -128334.22786588,-143984.418956917 -128357.7534049,-143990.617322263 -128371.321008451,-143992.235147093 -128377.407503749,-143992.936103883 -128381.953324677,-143993.826639363 -128397.612443473,-143995.452054096 -128404.143469614,-143998.842968985 -128409.755054945,-144013.253318464 -128424.405365436,-144017.07045934 -128428.898018525,-144025.108291728 -128440.655566862,-144030.514867146 -128449.567706775,-144034.894674971 -128455.718230714,-144038.696670249 -128459.321810033,-144055.279914982 -128470.822342508,-144060.972500701 -128475.616465656,-144066.136579214 -128480.753101014,-144075.354732711 -128493.824440751,-144080.717765089 -128500.18048984,-144096.175951643 -128513.589956362,-144107.460951107 -128527.737631818,-144164.301654818 -128607.139576896,-144175.179674579 -128623.517418387,-144182.372926337 -128632.73244087,-144192.726103738 -128644.450282368,-144255.087961057 -128708.083001032,-144265.717475526 -128709.902321735,-144269.284628878 -128710.174853309,-144323.94673478 -128698.45743108,-144369.200979441 -128683.454431101,-144425.904246695 -128660.918396551,-144484.425972013 -128640.574156636,-144491.156538444 -128638.346809948,-144517.285060034 -128629.895619349,-144489.685098689 -128672.055096303,-144548.76530353 -128647.921228133,-144618.866025099 -128528.885220386,-144656.563311316 -128462.762849756,-144693.718173778 -128396.204924731,-144717.738243176 -128358.330380732,-144726.632843226 -128347.283664246,-144738.359307485 -128335.18789067,-144769.54404114 -128304.860751233,-144786.746523407 -128290.114180181,-144795.293024412 -128284.742799442,-144807.400788287 -128279.310316049,-144824.749971582 -128273.120894457,-144867.483999095 -128261.938021611,-144895.041253193 -128222.668244838,-144937.385591244 -128173.250737297,-144965.498072561 -128140.418782186,-144979.204790222 -128124.397850086,-145082.759830506 -128014.565535972,-145087.302727115 -127952.456995488,-145084.403050397 -127928.828543593,-145033.34997568 -127860.005034824,-145024.653441127 -127830.695547009,-145038.685258909 -127786.988640348,-145135.037761073 -127641.817373038,-145168.005145618 -127663.594748907,-145197.67301868 -127685.095261414,-145255.688078466 -127734.121659298,-145297.747137649 -127771.861107926,-145235.490406823 -127698.896169774,-145267.269292432 -127724.028587515,-145286.541724333 -127741.705730908,-145302.074237708 -127754.222421227,-145373.024057444 -127825.14733649,-145399.390386495 -127851.372974744,-145424.861822536 -127882.505244854,-145484.142432594 -127958.299241177,-145515.839985653 -128004.442468068,-145545.92385085 -128049.946406555,-145556.840312094 -128068.434013322,-145593.788024634 -128134.940908479,-145611.847614012 -128169.980092816,-145627.207657207 -128203.398326038,-145641.448759745 -128239.059151315,-145653.996455948 -128274.638006193,-145665.281646775 -128314.46292469,-145673.16916398 -128348.343514211,-145680.362850375 -128388.461347532,-145684.710251325 -128423.625839934,-145687.110449525 -128459.490928525,-145687.804784408 -128499.720915782,-145686.235699448 -128532.653030178,-145681.990098394 -128575.636240782,-145676.53874715 -128605.522708377,-145664.657068693 -128649.86049778,-145643.205022663 -128722.821779547,-145591.884177004 -128866.221311203,-145525.394496994 -128940.959356745,-146811.796875 -129746.7578125,-147857.8671875 -127406.90625,-147704.9765625 -127025.3984375,-148407.154751254 -126846.103870909,-149021.4453125 -125825.9921875,-148784.7265625 -125610.28125,-149085.2578125 -125260.359375,-149163.171875 -122169.84375,-147786.71875 -121227.359375,-147056.6953125 -121646.21875,-146964.828125 -122742.7109375,-146477.203125 -122538.0859375,-146400.6796875 -123497.7890625,-145767.0390625 -123024.2890625,-144975.084095012 -121553.409205312,-144972.2239745 -121552.680193678,-144114.9296875 -121876.0859375,-143028.9765625 -122946.09375,-142148.03125 -122844.9296875,-142091.841264938 -123572.460599443))"
