GeoVector_ID,ZipCode,WKT
-1147458587,95035,"POLYGON ((-169303.62346134754 -67241.169882102869, -168441.85705615781 -66357.710997486487, -167111.71517909638 -66484.300384756178, -166864.68091112169 -66084.620574176311, -166194.87259075043 -65273.050764290616, -164398.43932921652 -64398.0020819027, -162394.50152726017 -64028.153059585951, -162577.52501190838 -64577.856383520178, -161817.45684389211 -64382.3232554812, -161944.98655821491 -63631.588735331781, -160796.33202013685 -63031.420401363634, -160744.32647539617 -62762.241233660839, -161264.70120748447 -62387.553394342773, -160594.7612555782 -61953.799632732756, -160830.44971405918 -61595.933002109639, -160269.05568630868 -61330.847910378128, -161277.9074905508 -60306.7042336734, -161290.32984529549 -59332.709612213075, -161566.17063900924 -59234.662758463994, -161088.04045296655 -58658.043970850296, -161451.05308409091 -58505.620919815265, -161711.46752764139 -57592.324090331793, -163857.76357722087 -57517.672084110789, -164696.69753671382 -57490.088228955865, -166129.2795269452 -58969.572254932486, -166710.87309966097 -58973.576835174114, -169331.30191980407 -60306.7050459953, -170086.87034535402 -60745.477879052982, -170305.54534965663 -61144.863854824565, -169908.35406157278 -61222.646506089717, -169904.02621514708 -62032.840373490006, -170396.9979252296 -63390.4203834245, -170122.78404104972 -64123.598280673847, -170653.83512902542 -64574.553932371549, -169303.62346134754 -67241.169882102869))"
-1147458586,94941,"POLYGON ((-229370.00484360068 -8610.90569986403, -229522.62520007085 -9268.7257502721623, -229263.84784115892 -8947.0135981217027, -228677.82460878856 -9412.0883074663579, -229165.15032254197 -9248.1060607051477, -229243.66871606538 -9939.6657720338553, -230661.11861851098 -11216.556369317695, -229798.4515949029 -12069.037043480203, -229326.02878918464 -11676.040036708117, -229501.83902629162 -12236.471030717716, -228821.22367331563 -12519.994818233885, -228375.24513875088 -12193.16524071712, -228257.84565076532 -12600.183828539215, -227667.64954671924 -12545.17108729016, -227227.790007118 -13767.468331936747, -226389.45312849732 -13995.149316027761, -226397.01101027825 -13526.424462976865, -226001.08945315442 -13960.548843870871, -225340.60398237675 -13607.015950613655, -225001.75727052023 -12678.588921732269, -224356.48457883965 -12202.687500357628, -224233.68553716221 -13088.536733292975, -223908.3247129292 -13332.607400599867, -224105.55543324977 -13552.161963122897, -223106.12497079693 -13237.263551910408, -222559.47515426471 -15094.142902796157, -221935.24246911108 -15540.837153677829, -221556.34732192371 -14819.633182828315, -220294.57976373707 -14945.630501093343, -220703.14016752091 -14717.182593598962, -220480.1645766095 -14365.895869633183, -221378.29789082811 -13316.634557281621, -221361.87546915089 -12266.061225153506, -220074.04013931545 -13046.729540473782, -221015.25561976398 -11764.05621966999, -218836.57943127313 -13114.71054844372, -218951.0479848336 -12789.205496379174, -219664.51077730823 -10179.209305413067, -220127.70756644206 -9543.9964450253174, -219747.3572466808 -8998.4647201839834, -220718.63241140437 -9057.8325624894351, -221071.01116379918 -8025.6049348330125, -221948.89813070747 -8192.8420978467911, -222924.64999161716 -7490.7318660700694, -224089.75487731659 -7027.0597055116668, -224960.40560072611 -5946.98075461667, -225801.69270807086 -5908.8406506087631, -225573.17771671381 -6571.0547892851755, -226150.97010787285 -6089.1844264836982, -225870.50334987044 -6421.9760768134147, -226208.8797622782 -6281.3341941935942, -227134.03047054366 -7065.5001593083143, -227525.19156288507 -6793.1385645279661, -227795.36278875108 -6964.9023836711422, -227839.80153888388 -7295.30946279224, -228283.10374579139 -7252.9092108281329, -228800.25613377168 -7686.2081796396524, -229370.00484360068 -8610.90569986403))"
-1147458585,94027,"POLYGON ((-196557.71337368144 -61325.014790297486, -197096.0843062069 -61722.779604143463, -197402.96168980372 -62818.82330256328, -198111.18728191711 -62192.754253980704, -196977.08399275225 -63502.353512539528, -196632.06452481516 -63596.301804874092, -196001.29265314978 -63091.698535447009, -195322.43241542857 -61958.257628245279, -194531.292534953 -61948.540027470328, -193221.93587591077 -60082.893601236865, -193924.27697460653 -59619.9905629307, -193725.46561957771 -59409.433270560578, -193329.55226879858 -59103.128668462858, -193086.84640886725 -59259.7308528088, -193295.77141326154 -59583.931661091745, -192850.12192421051 -59875.861789055169, -192575.82912597345 -59490.32975929603, -192011.6551412043 -59700.433366205543, -191444.091458154 -58368.772102978081, -192991.00172989935 -57773.613670904189, -193371.1081901819 -58312.804476100951, -194097.87775905343 -58194.130734261125, -194865.41981747263 -58989.1281202063, -195088.28143654595 -58778.784269545227, -195333.32102627566 -58542.564395093359, -196273.22659685105 -59850.578303480521, -195895.52784620333 -60327.885714299977, -196557.71337368144 -61325.014790297486))"
-1147458584,94547,"POLYGON ((-199470.58693174637 5409.7902191728354, -199906.30587178055 4984.0316684935242, -199948.58096584771 4109.02583505027, -200443.35845091991 3976.0554225090891, -201828.01018765385 2630.7030340973288, -201167.87168758656 2304.6731304619461, -200832.56127934862 1488.4794986331835, -200359.22907420303 1627.8411002252251, -199873.38457209768 949.61734009068459, -200106.74087220343 700.92034991830587, -199790.05165081884 683.1831809040159, -199290.5532522811 -169.02467541396618, -198649.95032128095 -407.97767466120422, -197618.01390366888 -82.298717840574682, -197302.4985352598 -250.58571307640523, -195947.3264263148 -1237.0482008140534, -194836.65178830604 -1257.0351020619273, -195607.00156943826 7.4661507066339254, -194968.94939762665 56.637379856780171, -195041.16762464549 257.70824712328613, -195712.53239704823 458.52072310913354, -196327.380409864 1301.5538691636175, -197109.44620971661 1482.5243381289765, -197479.648226646 1967.4621386853978, -197981.13850372279 1732.7561963526532, -199217.60667786721 1878.6166519522667, -198955.06740989559 2231.3873175438493, -197586.41964859993 2106.3286977084354, -199462.745305324 4571.4988116789609, -199470.58693174637 5409.7902191728354))"
-1147458583,94061,"POLYGON ((-196557.71337368144 -61325.014790297486, -195895.52784620333 -60327.885714299977, -196273.22659685105 -59850.578303480521, -195333.32102627566 -58542.564395093359, -195825.78639181811 -58071.936468590982, -195581.73113319554 -57861.368988766335, -195835.54866564804 -57666.070130237378, -195933.95732299692 -58096.425510758534, -196869.56800913654 -57078.6113304859, -198029.91954083409 -58338.990620446391, -198701.11390170848 -58523.3485202156, -198639.1658706794 -58906.107634367421, -199520.99733184985 -59503.384754883125, -199558.50576008155 -60094.718104359694, -200287.86276953315 -59758.9493394373, -200418.43715130261 -60297.014422899112, -199986.27240116452 -60686.746911499649, -200368.37310461444 -60634.690740981139, -200519.60681540784 -61078.9666158203, -199983.66537743327 -61288.0431618141, -198475.57666265647 -59999.589620675892, -198214.46079818459 -60294.104079340585, -197884.40291624487 -60065.288222145289, -196557.71337368144 -61325.014790297486))"
-1147458582,94024,"POLYGON ((-185374.55539617993 -73998.633090325631, -184983.57860231076 -73606.652012432925, -185030.77522195643 -72970.165246501565, -184292.1328419066 -73517.5801670868, -184099.42117751157 -74063.4131764574, -183950.9363210375 -73814.273033833131, -182288.89005665877 -74505.350767489523, -182836.32990432507 -73471.391625702381, -182455.9302247194 -73477.452749351971, -182695.44473394842 -72833.68311459478, -182505.98373214115 -71861.7960009696, -182262.56794820869 -71869.42583466135, -182456.70413901468 -71065.089992900379, -182750.97859783095 -71333.983903001063, -183766.75092582384 -71063.940613410436, -183751.98076336642 -70147.9545169631, -185358.91173943874 -70169.172055196017, -185329.50982714171 -69055.478235628456, -185099.14781728273 -69049.783207763918, -185317.60874888688 -68501.23733517807, -184694.15317914981 -68552.9151360374, -184742.34713014777 -68219.506665100344, -185311.47485372802 -68199.825769893825, -185308.662014537 -67976.618430170231, -186550.65153177769 -69822.175023633055, -187643.87911549502 -70555.425309068523, -187158.84150819873 -71305.682049164549, -186403.73672697312 -71684.983144576661, -187146.1142878902 -71393.472697244026, -187854.40429041316 -72074.461366957054, -188290.18395765216 -71873.439497954212, -189447.38549623484 -72192.285811862908, -188165.56578814244 -72577.624683357775, -188082.34663930017 -72982.222077377141, -187636.40907173074 -73179.011124616489, -185863.80680622818 -73396.055504635908, -185374.55539617993 -73998.633090325631))"
-1147458581,94603,"POLYGON ((-190547.52965162735 -27035.592601313256, -191891.5698239553 -27748.677197682671, -192438.4992475881 -27595.412620783783, -192183.949835156 -28198.738943479024, -192758.4943918233 -27849.112108650617, -192969.80571811242 -28609.034467427991, -193241.69775567466 -27962.0260491604, -193490.01850147132 -29328.767657832243, -192967.49134959138 -29601.181657177396, -193504.91234040528 -29864.611563097686, -193634.7373339452 -29650.659512327984, -193760.61592527747 -30609.030702763237, -194438.12689122043 -31133.017748703249, -193817.88107760521 -31463.357585682534, -193076.23218214663 -30864.857952292077, -192680.2121390778 -30954.073970145546, -193445.76882587236 -29983.184222593904, -192757.52336801394 -29738.470543649048, -191470.77945634088 -30165.849797792733, -190991.26258862045 -29895.182388755493, -191352.6115574993 -29505.055617934093, -190951.28797207147 -29398.830346855335, -191099.26570085136 -29083.315337399021, -189075.58615354911 -28484.497650425881, -189699.30141161536 -28096.274879379198, -190154.05902328677 -26816.511269678362, -190547.52965162735 -27035.592601313256))"
-1147458580,94038,"POLYGON ((-220439.54839661816 -55004.886266518384, -220386.99726840612 -54092.848488028161, -220042.60828116309 -53939.222822136246, -221734.58440559168 -52105.840656753629, -220842.10632859831 -51793.282550360076, -219615.44871753882 -50777.600274611264, -220541.38407534797 -50717.872227479704, -220809.42164831219 -50401.542369817384, -221237.25839838205 -50577.725013758987, -221174.89514539691 -50369.199264558963, -221570.15116297311 -50854.706358881667, -222249.94548944265 -50295.549754051492, -222141.78114503378 -51992.840287723579, -220711.4872254332 -54114.319779122248, -220756.2413643139 -54746.218969927169, -220439.54839661816 -55004.886266518384))"
-1147458579,94945,"POLYGON ((-223022.68813409668 10077.762458826415, -221989.44920556596 10851.86688447278, -221546.06720260944 10211.15426329989, -221244.866885645 10224.473898444325, -221422.59699620443 10831.946909991093, -220896.35494226895 10823.710662676953, -220421.43442075385 11265.36131002102, -220216.72270755965 10721.361250669695, -219553.73272363449 10426.567227615044, -217804.81133067689 12073.365619960241, -217410.84918607963 12052.250772653148, -217502.74389079926 13012.126336066984, -219237.2078169467 13743.894655954093, -220295.1406822587 16394.458095652051, -222723.87091920173 18816.421246801503, -223099.013171917 18666.033883716911, -223816.59904435591 19004.305967451073, -223270.86968397224 19972.989319559187, -224250.69577772086 20034.6801210735, -224344.45282814206 20678.09673561994, -224691.08645970727 20902.888692154549, -224393.12696750512 21528.249530701898, -224961.82934549887 22036.971155361272, -224863.90482555283 21630.413855175488, -225644.01964388567 21858.563452015631, -224874.216392103 20666.090786044486, -224656.80345471407 19515.885475780815, -225171.59857010585 19232.592022385448, -226516.16715388748 20513.389858782291, -227216.74795547855 19944.493679289706, -228817.66967383487 20375.849277707748, -229105.9671341909 20120.246930847876, -229460.33495515859 20622.029017616063, -229755.83098138342 20464.066460509785, -229483.12782439153 20206.408296966925, -229642.42712659758 19318.484457406215, -229022.7858042375 18073.169267545454, -228305.02926254823 17754.455972021446, -228342.30332967654 16750.163425319828, -229236.17703701122 14766.839118083008, -227991.75731676636 14057.189137500711, -227071.24190557582 14199.985162775032, -226734.49991337865 14037.533921232447, -226913.58471848059 13725.376179370098, -225262.74975613071 12774.399806392379, -225144.18552251987 12943.442300819792, -224379.28292994559 11281.095246274956, -224119.77374132004 11468.140602563508, -223022.68813409668 10077.762458826415))"
-1147458578,94706,"POLYGON ((-202780.92294917352 -10704.089865685441, -202513.80452989566 -12463.324865956791, -201824.90191480549 -12351.952322266996, -201647.68951545493 -12671.274891492911, -200523.05812650541 -12515.404599495232, -200297.908869447 -12137.298853298649, -200434.50966311397 -11508.960674703121, -200884.04467898572 -11530.816988509148, -200908.288435302 -10588.040212159976, -202502.60193186667 -10670.277939465828, -202780.92294917352 -10704.089865685441))"
-1147458577,94528,"POLYGON ((-172708.06013795972 -17434.1757922573, -173653.84931934549 -18010.830755908042, -173110.68837002863 -18011.572108858265, -172891.45294183429 -18333.68593978975, -171552.01982376908 -18737.310043268837, -171143.32883616997 -17805.378480462357, -171357.22320949635 -17387.797816829756, -170376.92626489629 -17746.590913757682, -170223.74718870316 -17382.683788181283, -169805.36580420483 -17711.227663667873, -168981.90065544218 -17797.910662489012, -168815.94009579613 -17559.326609584503, -169885.71909825294 -16500.731319687329, -171818.9784591257 -16140.290519274771, -171892.59089601328 -15840.44723903574, -173091.91838117907 -15239.082953386009, -173279.4668042252 -15451.115641953424, -172250.86588068382 -15928.446716571227, -172270.78425668561 -17210.285837167874, -172708.06013795972 -17434.1757922573))"
-1147458576,94133,"POLYGON ((-212332.92833844412 -21905.569504732266, -211413.72968029068 -21782.81616031751, -211191.90225485872 -21724.609875137918, -211517.81288390706 -20650.356545815244, -210861.70738999618 -20581.802966274321, -211637.24537332106 -19950.528104063123, -212831.55247589925 -19902.205083149485, -212332.92833844412 -21905.569504732266))"
-1147458575,94404,"POLYGON ((-202245.78266053135 -47396.687897259369, -201653.758606611 -47521.074718909338, -202257.47979706962 -47876.557092946023, -202265.12640429247 -48641.301467928104, -201811.04160893444 -49073.378789187409, -201298.91853328297 -49050.473603642546, -201528.34116904362 -49470.722288820893, -200898.32627898655 -50081.120297661982, -200882.94089650045 -51186.0102907978, -199915.8356054019 -51225.528097094037, -199485.0410655014 -51283.072449248284, -199258.7515262969 -50450.934294904582, -198684.86532314974 -50550.653892933391, -198435.0836427889 -49579.835439225659, -198043.65687511812 -48732.6806307137, -198596.4989912083 -47525.538875845261, -199534.00522800113 -46811.014545812272, -200493.39345827373 -47192.039599073119, -201473.38478638779 -46546.105980158783, -201815.49163232255 -46753.799646926112, -201818.01939539568 -47132.58935007453, -202352.87931696279 -47093.52845629584, -202245.78266053135 -47396.687897259369))"
-1147458574,94938,"POLYGON ((-241758.5734993857 7245.776140904054, -242808.86710363632 6864.478656305, -242111.52093265619 6561.30574045144, -242271.91606534904 5878.1256074430421, -241717.42340832442 5698.0433643413708, -241870.82103605062 4841.8261752314866, -240632.37188755951 3958.0850051632151, -238543.35285555632 1156.7945802304894, -238118.160441934 1579.7760160621256, -237663.39294098338 1308.1909696012735, -237487.92630075171 2081.6596280122176, -236621.93454768826 1062.6139246365055, -236589.66790384371 1585.8361534690484, -236058.96291685154 2040.1693988488987, -236354.51587572368 2453.6022527189925, -236347.26794107503 3149.46931694448, -236104.29610520464 3229.6406358461827, -236423.40714797 4265.3079160228372, -235813.82567298898 4247.9841466257349, -235796.06152341617 4880.0498401029035, -236416.16585291407 5234.7551732352, -236666.77930614789 6020.26090587303, -237477.26788799465 5989.56567296572, -237365.65224028798 6615.1671818755567, -237650.97368955184 7129.6736685810611, -237655.56063822663 6607.7761698896065, -238196.59246928908 6823.45575768128, -238965.7724851105 7805.6466999268159, -240214.47310115266 8513.952564412728, -241327.92323078061 7860.7172773769125, -241276.34600027924 7306.37740110606, -241758.5734993857 7245.776140904054))"
-1147458573,94949,"POLYGON ((-228079.87357591145 9768.4252971326932, -227559.15409540734 8759.2707373835146, -228351.7502549178 7769.4775665923953, -225486.07288215068 6287.1850147238, -223839.85086700521 6394.7907616887242, -220954.74835817149 5389.7541485363618, -220869.69897756109 6965.7241281056777, -220424.23858231481 6791.5301211122423, -220317.30208006242 6037.1660092314705, -219660.42578066251 6385.4126984775066, -217984.77202006511 6304.2380112847313, -217255.95447786251 8639.78532310389, -217410.84918607963 12052.250772653148, -217804.81133067689 12073.365619960241, -219553.73272363449 10426.567227615044, -220216.72270755965 10721.361250669695, -220421.43442075385 11265.36131002102, -220896.35494226895 10823.710662676953, -221422.59699620443 10831.946909991093, -221244.866885645 10224.473898444325, -221546.06720260944 10211.15426329989, -221989.44920556596 10851.86688447278, -223022.68813409668 10077.762458826415, -222502.40835344605 9099.4234414827079, -223608.85004251305 9132.0366811584681, -224128.973911993 9734.7880339678377, -226019.6884056018 9720.20633982867, -226504.01932330016 10008.421065633185, -226758.63560391302 10825.63006347511, -228079.87357591145 9768.4252971326932))"
-1147458572,95439,"POLYGON ((-242932.91425316536 54783.199035435915, -241324.53707478102 54946.668414101936, -241320.37142896047 55685.746400929987, -240705.02029753476 55675.458362097852, -241083.11244096095 56264.658398536034, -240475.42047262812 56378.939836591482, -240459.22998357841 56862.9991189884, -240096.04057653219 56827.852065938525, -241482.88783694807 58285.531370854937, -243322.52095682293 57639.72094536759, -242813.32142850375 56579.036104023457, -243383.74564187598 56118.524484504014, -243080.73511538093 55912.425189797767, -242932.91425316536 54783.199035435915))"
-1147458571,94592,"POLYGON ((-199396.0432399241 12786.117401743308, -199748.37094288116 13767.795302718878, -200328.61347799283 13590.18687726371, -200317.43301444675 13142.566156722605, -200712.01326775592 13237.49951799307, -201490.10773606235 12262.125283110887, -199712.57994384688 9575.3165651028976, -198960.5604289241 8946.006402021274, -198862.50119002778 8019.9344811653718, -197851.92539126612 8176.048614891246, -197605.97545232135 8619.0978925321251, -197225.4124227647 8240.7633455125615, -196845.56130968966 8936.4093243135139, -199396.0432399241 12786.117401743308))"
-1147458570,94601,"POLYGON ((-196715.96839064869 -24878.805815493688, -195735.99720432793 -25717.279769667424, -195643.34331701894 -26824.199288992211, -194695.00316578484 -25635.457896237262, -194396.10649524454 -25957.563668862917, -193274.12052366705 -24967.418975836597, -193027.04159207814 -24761.980586590245, -194329.39583709865 -23084.677399652079, -195513.7475130173 -22229.896641809493, -196614.52904129238 -23737.7528741993, -196877.2942386537 -23542.959987741895, -196715.96839064869 -24878.805815493688))"
-1147458569,94576,"POLYGON ((-215424.8355200431 60725.822195779532, -215252.54828347045 63146.197419106029, -215485.92650006825 62581.850539579056, -216084.91952718797 62496.105733974837, -215935.65542034764 61970.794437369332, -215424.8355200431 60725.822195779532))"
-1147458568,94850,"POLYGON ((-203191.29745978763 -10450.88740194682, -203609.687188696 -9775.9081499027088, -203725.12271101936 -9949.0019565392286, -203191.29745978763 -10450.88740194682))"
-1147458567,94903,"POLYGON ((-229291.069783966 3591.7764455340803, -229037.62369625349 3807.092805325985, -228896.06026872527 4109.7942341053858, -227628.21480760674 4546.2633101297542, -227001.15573285578 4242.4124497324228, -227237.80659708707 3901.1337505914271, -225486.70325656663 2444.5394717128947, -224288.25062403816 463.7588232755661, -222133.05290799684 -316.84539561346173, -221219.46615201051 329.03173131775111, -220837.07076740928 152.05485355295241, -220163.59926936129 764.39279512129724, -218836.33855939761 593.11645195446908, -219081.07187001506 1742.9758624946699, -218734.80043596079 1997.6337531292811, -219414.93980395596 2929.0033791996539, -217886.21430067718 2944.3813281040639, -218532.43804559868 3508.3682574899867, -218582.81493220528 4090.4058831073344, -217984.77202006511 6304.2380112847313, -219660.42578066251 6385.4126984775066, -220317.30208006242 6037.1660092314705, -220424.23858231481 6791.5301211122423, -220869.69897756109 6965.7241281056777, -220954.74835817149 5389.7541485363618, -223839.85086700521 6394.7907616887242, -225486.07288215068 6287.1850147238, -228351.7502549178 7769.4775665923953, -229209.53757229217 8137.8544699270278, -229998.50845294079 5977.5246416097507, -229372.18864906437 4650.0550477253273, -229864.96312220828 4275.7771645179018, -229291.069783966 3591.7764455340803))"
-1147458566,95033,"POLYGON ((-182438.56353331349 -96780.874269075692, -182887.07030740092 -97160.719825049862, -182215.36509389846 -96821.18100528419, -182134.6214630747 -97100.3328979034, -181240.66311134878 -96040.501051649451, -180942.697868776 -96213.6930545941, -180632.31924236109 -95797.202527780086, -180263.47069318034 -95983.5671033375, -180278.38574918694 -95681.829665625468, -179903.40330817475 -95618.926197856665, -179896.3321739785 -96018.336020207033, -178983.55877716132 -96498.333301559091, -179044.76587650334 -96884.946657266468, -178539.44514552862 -96887.684892304242, -178329.63534750819 -98129.484207745641, -178699.98980238519 -98112.06197921, -178463.86291325814 -98465.631505720317, -177174.309693408 -98499.231059385464, -177270.52666080251 -97825.665506275371, -176679.97597945429 -99498.588420357555, -176293.81349460353 -98464.031153157353, -175411.78328278605 -98988.9021338746, -175276.53554211478 -99565.193145845085, -173830.09639461403 -100558.69623900764, -174217.18281306422 -101271.2493891418, -173502.93860279288 -102108.07263578475, -173423.50638177895 -102721.75465814024, -172791.89479161357 -102748.75570518337, -172984.51592865525 -103924.63445715047, -172428.92936808238 -104862.26720552891, -172036.39092627072 -103461.43921774626, -170894.23190963382 -103591.99633802846, -170954.11608518343 -102981.29747412913, -170201.55229311611 -102179.27534756064, -167745.21522555721 -100879.5594999902, -164952.4735512083 -101926.81542768888, -165017.36112958053 -102940.26084969938, -163461.65503707196 -104163.21647468396, -163501.58868967474 -103530.73406827077, -162488.46829850067 -104172.49901614897, -162054.56653623306 -103869.45916998759, -160961.96828378036 -104194.26978729852, -160616.74984262921 -103746.82143188827, -161318.77743400479 -102779.61223631538, -161399.48712509693 -102126.56950848922, -163674.50105741579 -100860.78591421433, -163860.340962146 -100602.57168219611, -163554.91821891969 -100143.79187031463, -164003.64772663778 -99665.885250257328, -163138.8416443184 -99561.51687371172, -162908.59165344725 -99203.9841234088, -162677.26425593946 -100226.40337076597, -159969.05583436458 -100302.79372144863, -160041.91087901566 -96369.62266202271, -161182.08490044373 -95579.3821641095, -161773.20566194368 -96025.7510869354, -162618.45322045439 -98933.766004040837, -163703.20813006847 -98869.031945668161, -164245.04125622226 -98163.60501533933, -164599.12048247128 -98389.04618749395, -165302.28127529984 -98176.246647022665, -166464.1668028284 -96525.668467162177, -166942.66219419058 -96313.836143564433, -167014.63294306319 -95872.135835228488, -168096.74066233356 -95366.939973764122, -168640.484297239 -93725.035731488839, -169719.79036668994 -93446.486761176959, -169647.47860107553 -92135.899211639538, -169623.58687722194 -91738.686263276264, -171583.92694101617 -89515.3892933242, -173396.59084876484 -89184.765455629677, -174785.29730415368 -88561.3827926293, -175780.62701134715 -89033.604070914909, -176482.02637559787 -88748.279019899666, -176061.31937602808 -87413.783852491528, -176469.40324899962 -87337.176128242165, -176492.22405456944 -86609.330300549045, -177743.2298689241 -87810.0922524929, -178299.31497464023 -87267.957872666419, -179444.3452831367 -87184.31362872757, -179769.33822233294 -86879.833565199748, -179905.07187505017 -87936.742434293032, -181981.13074391283 -86542.677508959547, -183097.28082763863 -87595.367238441482, -183744.02357101016 -86606.143485853449, -184245.7872204413 -86893.13118561171, -184183.00950811672 -86152.450332172215, -185160.40968707082 -86123.621166531, -185461.03980975971 -85453.202532297, -186410.69869388975 -84872.905032325536, -186513.41658005698 -84151.241628099233, -187892.17417427397 -82139.131070977077, -188705.73624907888 -81908.5124468375, -189361.26858388894 -81110.647811792791, -188477.88647690095 -80026.759209964424, -188161.85945532596 -80302.482389526442, -187943.13272408271 -79730.869664823636, -188405.84317078115 -79654.22620404698, -189084.60334726839 -80303.204212725163, -188787.09821923575 -79417.498537678272, -189445.94996441307 -79074.198085220531, -189752.28354172848 -78440.27945140563, -189044.22537669333 -78188.628396922722, -188863.4683439479 -76437.016872985289, -189718.23279538157 -75979.30817849189, -191355.73070917316 -76116.683657933027, -192057.02819489429 -75605.413795847446, -193008.36615498221 -75446.924374856055, -193376.08912921365 -74767.527270880528, -193675.44730748312 -75074.290910528041, -194012.92948608904 -75302.32855150383, -193211.12995572388 -76321.555128417909, -192110.30970178993 -76103.66238508001, -191356.44542262805 -76982.506710134447, -191801.22229926405 -77972.618392460048, -190574.07500248036 -78710.749061075971, -190604.47236018916 -85250.980864362791, -190056.74752582045 -84693.554088201374, -189615.50700071559 -85002.958995366469, -190077.05900482484 -85258.153659695759, -189493.20936075144 -86173.416672939435, -189951.79173749167 -86765.02972106263, -189608.43390252712 -87355.411745274439, -188991.17260359455 -87291.268381638452, -189171.22576658046 -86957.432829068974, -188572.42550289951 -87062.626934209839, -188672.85882373631 -87579.728333579376, -187607.32251741091 -87325.736345585436, -186235.63449169512 -87796.892715334892, -185761.7868891164 -88649.8440163862, -186196.22976808276 -89170.919628046453, -185655.68707211391 -89296.8472025469, -185604.38842651717 -88748.720611991361, -184357.43313598385 -88866.681040901691, -184255.2009295749 -89699.147975880653, -183403.0131000707 -89662.31072521396, -183354.07284602753 -90308.587574053556, -183152.31312944629 -90030.68813235499, -182417.93373394388 -90348.752946335822, -182136.7062317144 -89851.7411187999, -182212.5693030548 -90541.111172184348, -182703.752865928 -91031.001143053174, -182503.68908343132 -91619.068744430318, -182774.14124382156 -91188.909795323387, -183555.62521112579 -91782.283392429352, -183010.37877389754 -91913.252993015572, -183016.64336362746 -92343.512995801866, -183525.20050790513 -92208.563953004777, -183501.07038582748 -92667.3948994875, -182710.97229175339 -92819.584801901132, -183245.53918583444 -94124.595708165318, -182225.55719823012 -95383.355028802529, -182438.56353331349 -96780.874269075692))"
-1147458565,95127,"POLYGON ((-153392.63367215355 -74511.454373028129, -153275.87721178343 -73860.847940655425, -154120.52306122589 -72047.683514219709, -155192.73491594242 -71678.018707279116, -155560.17067871359 -71827.975419566967, -155462.40413757236 -71159.475382794626, -154366.61409889898 -71503.149377404712, -155813.50633310963 -70398.256030508317, -156669.45881691793 -68945.6079355022, -157594.08845459053 -68551.587548517622, -157894.90331927245 -66925.882744980976, -158396.48455706728 -66631.0098901391, -158920.87020065734 -67339.990613861941, -160691.59806438084 -67672.238868379034, -161384.78887503303 -67260.3251630161, -162104.22626038827 -67870.513607120141, -163223.3178632308 -68144.764229184017, -162391.48722000525 -69584.6301373858, -162695.97479235244 -70029.575145017356, -163163.68036080562 -69587.646484626457, -163331.1961576633 -69787.294435864314, -162979.53639456403 -70260.999105584808, -163263.21498714169 -70493.0785252396, -162606.39194260459 -70746.445399706252, -161661.84012193137 -72425.898529200815, -161042.25380160083 -73504.396180029027, -159423.45538804214 -72809.417386710644, -159027.93688190798 -72509.842333083041, -159210.42659587751 -72223.753984722309, -157547.04992053984 -72293.752760400064, -156802.03926741841 -71788.38782196492, -154509.37900212538 -72572.973445935175, -153392.63367215355 -74511.454373028129))"
-1147458564,95130,"POLYGON ((-176567.03985008321 -78947.5592713654, -176571.57255764987 -79962.699565730989, -176157.674381323 -79947.6036056038, -176150.33046165484 -80428.967909388244, -176564.399581742 -80863.6746940948, -176269.4733706204 -81218.661501239985, -176260.71927004011 -80932.543427528813, -175552.94338420068 -80758.806549627334, -175061.77694697044 -80127.972453113645, -174994.2595446042 -79633.717388799414, -175574.377794214 -79636.944457584992, -175679.05257730233 -79315.429608719423, -175275.15925343829 -78933.948169335723, -175454.68238916629 -78766.086914736778, -174980.10401983766 -78963.343485742807, -174449.61229811725 -78844.635314133018, -174448.60808070377 -78361.8901724685, -173572.08362195021 -78368.837471997365, -173881.75190217217 -77703.87668065913, -175210.78458170762 -77759.3954385668, -175990.78748558243 -78341.2500736881, -175682.49240862264 -78638.0158985965, -175884.52219454825 -78847.593525514, -176348.95006500461 -78712.0954053402, -176567.03985008321 -78947.5592713654))"
-1147458563,95135,"POLYGON ((-158566.24126894854 -76575.942011535168, -156814.67472821704 -78263.34755506739, -156819.32852008569 -78825.056333934888, -155689.681502702 -80307.220742192119, -153293.70953730404 -82140.0872762911, -150531.39241585383 -83115.856124257669, -149833.13050042951 -82602.140209082514, -148563.73302259741 -83619.1850663796, -148359.3344346738 -82204.170315070078, -147302.79308928459 -83156.111638264731, -146763.21145917484 -83149.773903861642, -146918.2818543789 -82692.012346388772, -146326.93473700338 -82341.346927473322, -143892.78114445604 -83733.44113509357, -143871.35500980026 -83413.619499729946, -143219.87447778843 -83339.151695312932, -142467.90893599507 -81941.448417643085, -144139.54399880709 -79681.91821728833, -143414.0753391684 -79483.9993364606, -143546.19474445071 -78097.6919738669, -144500.37367062704 -76844.570632545277, -144890.79546889188 -77058.6367127616, -146073.82824236216 -76498.6846685484, -148673.80213336673 -77587.2584079653, -151738.94744218147 -77373.953782469034, -153275.87721178343 -73860.847940655425, -153392.63367215355 -74511.454373028129, -154234.8367228538 -74689.574732924812, -154190.08002647458 -75018.158190749586, -154367.66042663416 -74838.114598753862, -154808.8556215339 -75376.881186209619, -155848.1772640915 -75234.8914428195, -155581.71056095132 -76075.584591781721, -158566.24126894854 -76575.942011535168))"
